Part1_E,Part3_E,Part11_E
0.019,0.323,0.133
0.021,0.266,0.172
0.018,0.233,0.112
0.022,0.326,0.237
0.025,0.279,0.159
0.013,0.433,0.245
0.016,0.261,0.197
0.01,0.456,0.126
0.02,0.288,0.134
0.025,0.493,0.223
0.011,0.33,0.102
0.013,0.363,0.214
0.019,0.455,0.131
0.015,0.226,0.245
0.022,0.496,0.204
0.015,0.483,0.101
0.02,0.474,0.214
0.024,0.411,0.102
0.014,0.375,0.139
0.019,0.372,0.193
0.01,0.265,0.154
0.014,0.444,0.189
0.012,0.339,0.208
0.012,0.218,0.176
0.017,0.236,0.123
0.017,0.355,0.241
0.014,0.345,0.142
0.013,0.281,0.207
0.021,0.428,0.115
0.022,0.499,0.2
0.019,0.46,0.169
0.024,0.242,0.196
0.024,0.338,0.141
0.018,0.349,0.132
0.017,0.271,0.107
0.016,0.496,0.2
0.011,0.309,0.227
0.016,0.35,0.194
0.013,0.366,0.153
0.018,0.459,0.227
0.011,0.323,0.12
0.016,0.453,0.24
0.013,0.429,0.158
0.02,0.424,0.21
0.021,0.447,0.222
0.018,0.453,0.145
0.018,0.498,0.127
0.011,0.286,0.147
0.021,0.376,0.149
0.017,0.242,0.107
0.012,0.275,0.24
0.019,0.447,0.13
0.015,0.469,0.183
0.011,0.228,0.137
0.013,0.303,0.142
0.021,0.327,0.205
0.024,0.439,0.126
0.012,0.203,0.228
0.012,0.246,0.209
0.011,0.295,0.239
0.015,0.475,0.229
0.01,0.486,0.106
0.019,0.36,0.106
0.016,0.293,0.122
0.021,0.222,0.114
0.024,0.287,0.123
0.022,0.206,0.116
0.014,0.433,0.214
0.016,0.383,0.186
0.022,0.25,0.147
0.018,0.312,0.15
0.017,0.444,0.11
0.022,0.308,0.157
0.012,0.337,0.115
0.011,0.206,0.226
0.013,0.279,0.104
0.018,0.241,0.193
0.01,0.246,0.124
0.025,0.462,0.147
0.021,0.459,0.217
0.022,0.449,0.115
0.013,0.497,0.193
0.025,0.295,0.172
0.012,0.425,0.209
0.015,0.349,0.118
0.018,0.251,0.209
0.014,0.468,0.138
0.013,0.383,0.22
0.014,0.249,0.139
0.019,0.431,0.223
0.023,0.259,0.168
0.012,0.459,0.25
0.014,0.466,0.249
0.015,0.442,0.228
0.011,0.47,0.203
0.02,0.441,0.223
0.025,0.47,0.137
0.014,0.38,0.173
0.012,0.492,0.165
0.016,0.267,0.24
0.014,0.335,0.126
0.021,0.228,0.241
0.017,0.403,0.104
0.018,0.203,0.158
0.017,0.423,0.153
0.016,0.289,0.24
0.018,0.336,0.138
0.024,0.288,0.181
0.021,0.362,0.16
0.018,0.219,0.143
0.011,0.494,0.181
0.012,0.467,0.23
0.018,0.324,0.17
0.016,0.277,0.107
0.019,0.259,0.157
0.019,0.259,0.222
0.023,0.456,0.224
0.019,0.235,0.238
0.012,0.464,0.116
0.014,0.463,0.209
0.023,0.441,0.205
0.013,0.203,0.24
0.01,0.207,0.227
0.02,0.23,0.186
0.025,0.257,0.202
0.023,0.239,0.193
0.021,0.287,0.213
0.014,0.28,0.166
0.019,0.468,0.22
0.012,0.499,0.152
0.018,0.338,0.236
0.021,0.29,0.17
0.015,0.303,0.112
0.024,0.441,0.109
0.015,0.405,0.217
0.02,0.281,0.249
0.012,0.455,0.166
0.012,0.433,0.15
0.016,0.45,0.207
0.011,0.348,0.232
0.015,0.458,0.14
0.02,0.286,0.249
0.023,0.427,0.236
0.01,0.231,0.132
0.015,0.447,0.223
0.021,0.39,0.106
0.019,0.207,0.185
0.017,0.237,0.17
0.018,0.223,0.228
0.017,0.207,0.129
0.011,0.302,0.147
0.014,0.492,0.209
0.025,0.231,0.225
0.011,0.3,0.214
0.012,0.208,0.23
0.016,0.269,0.118
0.024,0.326,0.162
0.015,0.201,0.132
0.014,0.339,0.148
0.021,0.206,0.194
0.023,0.445,0.145
0.021,0.283,0.179
0.023,0.411,0.248
0.017,0.256,0.135
0.021,0.318,0.164
0.017,0.399,0.125
0.018,0.477,0.246
0.023,0.496,0.138
0.012,0.383,0.219
0.017,0.233,0.109
0.012,0.209,0.117
0.022,0.209,0.206
0.012,0.224,0.157
0.018,0.495,0.239
0.019,0.288,0.2
0.019,0.437,0.105
0.018,0.231,0.185
0.018,0.496,0.149
0.022,0.366,0.17
0.021,0.397,0.208
0.022,0.259,0.205
0.024,0.475,0.236
0.025,0.236,0.1
0.017,0.241,0.102
0.018,0.444,0.193
0.02,0.413,0.141
0.014,0.49,0.122
0.015,0.224,0.171
0.016,0.327,0.208
0.015,0.267,0.115
0.014,0.338,0.217
0.018,0.447,0.111
0.024,0.35,0.195
0.021,0.344,0.105
0.01,0.397,0.117
0.013,0.323,0.177
0.022,0.314,0.244
0.016,0.231,0.205
0.019,0.251,0.236
0.017,0.48,0.182
0.021,0.329,0.246
0.011,0.25,0.122
0.015,0.275,0.22
0.025,0.254,0.146
0.016,0.336,0.199
0.023,0.383,0.162
0.022,0.476,0.153
0.016,0.337,0.137
0.016,0.495,0.244
0.011,0.388,0.144
0.016,0.242,0.145
0.02,0.234,0.116
0.011,0.473,0.178
0.012,0.405,0.214
0.024,0.469,0.224
0.019,0.239,0.178
0.019,0.201,0.241
0.019,0.312,0.136
0.022,0.368,0.154
0.022,0.275,0.154
0.014,0.461,0.164
0.02,0.21,0.178
0.021,0.388,0.244
0.02,0.445,0.122
0.014,0.441,0.157
0.02,0.329,0.232
0.024,0.466,0.242
0.011,0.479,0.167
0.023,0.275,0.134
0.014,0.406,0.246
0.02,0.288,0.247
0.012,0.213,0.242
0.022,0.398,0.175
0.01,0.304,0.139
0.017,0.499,0.194
0.011,0.262,0.13
0.013,0.3,0.149
0.013,0.472,0.228
0.012,0.324,0.143
0.022,0.317,0.103
0.011,0.386,0.153
0.02,0.38,0.238
0.021,0.441,0.17
0.011,0.326,0.199
0.014,0.295,0.181
0.01,0.426,0.226
0.019,0.342,0.187
0.024,0.399,0.117
0.02,0.46,0.228
0.016,0.482,0.144
0.018,0.228,0.233
0.019,0.408,0.107
0.017,0.33,0.168
0.023,0.42,0.214
0.013,0.25,0.104
0.012,0.359,0.105
0.017,0.267,0.133
0.012,0.416,0.244
0.021,0.423,0.122
0.024,0.21,0.181
0.016,0.373,0.199
0.012,0.29,0.25
0.016,0.353,0.124
0.019,0.423,0.136
0.024,0.472,0.127
0.018,0.386,0.191
0.023,0.495,0.148
0.024,0.45,0.244
0.012,0.488,0.175
0.023,0.226,0.179
0.021,0.261,0.199
0.015,0.481,0.169
0.02,0.42,0.185
0.02,0.347,0.139
0.019,0.239,0.168
0.024,0.306,0.2
0.022,0.486,0.241
0.02,0.257,0.214
0.019,0.278,0.214
0.014,0.489,0.123
0.021,0.44,0.191
0.023,0.334,0.109
0.019,0.325,0.181
0.018,0.427,0.248
0.01,0.415,0.165
0.015,0.221,0.223
0.024,0.329,0.213
0.016,0.208,0.113
0.024,0.442,0.2
0.016,0.294,0.179
0.023,0.303,0.123
0.014,0.378,0.182
0.02,0.241,0.238
0.018,0.386,0.125
0.023,0.259,0.112
0.018,0.26,0.228
0.012,0.245,0.168
0.019,0.407,0.102
0.01,0.207,0.211
0.024,0.329,0.11
0.014,0.323,0.209
0.021,0.292,0.114
0.013,0.431,0.16
0.023,0.399,0.122
0.022,0.483,0.129
0.011,0.363,0.194
0.01,0.237,0.248
0.013,0.349,0.228
0.017,0.295,0.154
0.024,0.498,0.18
0.024,0.284,0.153
0.017,0.216,0.21
0.021,0.287,0.133
0.023,0.405,0.123
0.022,0.265,0.127
0.012,0.437,0.192
0.019,0.326,0.142
0.021,0.352,0.207
0.013,0.492,0.181
0.01,0.247,0.231
0.018,0.496,0.135
0.022,0.447,0.185
0.014,0.452,0.109
0.021,0.413,0.133
0.021,0.201,0.213
0.011,0.379,0.238
0.022,0.414,0.236
0.025,0.395,0.157
0.025,0.357,0.169
0.025,0.498,0.175
0.017,0.328,0.173
0.013,0.421,0.244
0.023,0.208,0.105
0.012,0.225,0.209
0.021,0.245,0.211
0.014,0.329,0.179
0.014,0.261,0.213
0.022,0.23,0.148
0.019,0.464,0.137
0.02,0.235,0.114
0.019,0.48,0.191
0.024,0.269,0.203
0.016,0.295,0.207
0.013,0.242,0.158
0.017,0.299,0.245
0.022,0.333,0.148
0.025,0.262,0.147
0.021,0.309,0.231
0.023,0.221,0.104
0.024,0.304,0.174
0.017,0.433,0.244
0.017,0.211,0.174
0.021,0.201,0.231
0.025,0.407,0.25
0.012,0.294,0.203
0.012,0.322,0.164
0.024,0.237,0.102
0.024,0.366,0.118
0.02,0.282,0.208
0.025,0.496,0.189
0.023,0.317,0.241
0.01,0.387,0.205
0.016,0.329,0.177
0.019,0.374,0.117
0.02,0.272,0.126
0.012,0.456,0.193
0.012,0.311,0.106
0.024,0.31,0.106
0.02,0.375,0.14
0.014,0.286,0.133
0.02,0.365,0.166
0.012,0.205,0.181
0.023,0.277,0.135
0.018,0.312,0.224
0.019,0.47,0.215
0.013,0.289,0.133
0.024,0.496,0.248
0.024,0.408,0.168
0.024,0.344,0.208
0.025,0.355,0.222
0.018,0.257,0.155
0.024,0.385,0.185
0.012,0.279,0.156
0.022,0.372,0.177
0.011,0.43,0.151
0.02,0.433,0.162
0.015,0.353,0.138
0.017,0.247,0.126
0.011,0.256,0.204
0.023,0.255,0.177
0.017,0.345,0.168
0.025,0.222,0.132
0.02,0.2,0.248
0.016,0.322,0.127
0.013,0.324,0.128
0.015,0.415,0.245
0.021,0.431,0.179
0.012,0.497,0.205
0.02,0.335,0.175
0.015,0.297,0.184
0.02,0.251,0.217
0.024,0.448,0.244
0.014,0.444,0.239
0.018,0.486,0.249
0.025,0.46,0.176
0.016,0.259,0.158
0.019,0.41,0.14
0.019,0.434,0.116
0.025,0.39,0.111
0.013,0.37,0.172
0.02,0.386,0.238
0.019,0.492,0.215
0.02,0.337,0.174
0.014,0.324,0.212
0.022,0.462,0.211
0.024,0.292,0.218
0.02,0.322,0.11
0.013,0.479,0.187
0.014,0.378,0.217
0.014,0.471,0.107
0.012,0.396,0.125
0.013,0.257,0.114
0.013,0.485,0.215
0.019,0.395,0.199
0.024,0.264,0.155
0.024,0.476,0.16
0.014,0.267,0.124
0.022,0.455,0.205
0.014,0.486,0.103
0.023,0.254,0.103
0.011,0.373,0.225
0.011,0.494,0.17
0.023,0.41,0.14
0.02,0.208,0.172
0.014,0.476,0.208
0.024,0.4,0.199
0.02,0.481,0.236
0.024,0.457,0.243
0.018,0.445,0.204
0.022,0.267,0.143
0.02,0.431,0.135
0.025,0.491,0.102
0.013,0.498,0.191
0.018,0.205,0.159
0.024,0.293,0.23
0.022,0.226,0.161
0.022,0.251,0.197
0.018,0.305,0.23
0.014,0.37,0.137
0.021,0.233,0.103
0.012,0.267,0.244
0.019,0.434,0.152
0.018,0.306,0.25
0.012,0.26,0.18
0.019,0.218,0.238
0.011,0.287,0.136
0.011,0.457,0.168
0.012,0.321,0.156
0.02,0.278,0.14
0.016,0.293,0.242
0.025,0.495,0.242
0.022,0.305,0.203
0.012,0.219,0.233
0.01,0.433,0.154
0.018,0.463,0.105
0.019,0.408,0.23
0.015,0.388,0.103
0.024,0.496,0.143
0.012,0.334,0.111
0.024,0.306,0.194
0.025,0.217,0.235
0.018,0.468,0.248
0.021,0.252,0.138
0.016,0.457,0.136
0.014,0.227,0.167
0.019,0.282,0.236
0.021,0.246,0.193
0.017,0.316,0.236
0.025,0.424,0.16
0.023,0.369,0.234
0.014,0.443,0.141
0.014,0.312,0.128
0.024,0.289,0.106
0.011,0.365,0.177
0.025,0.259,0.185
0.022,0.264,0.168
0.01,0.475,0.159
0.015,0.4,0.21
0.016,0.276,0.223
0.021,0.467,0.156
0.02,0.481,0.213
0.011,0.461,0.193
0.011,0.443,0.234
0.023,0.315,0.225
0.017,0.266,0.116
0.013,0.276,0.124
0.017,0.248,0.208
0.021,0.321,0.104
0.014,0.41,0.125
0.01,0.248,0.189
0.022,0.491,0.11
0.01,0.391,0.178
0.013,0.384,0.25
0.024,0.466,0.157
0.022,0.447,0.239
0.02,0.258,0.233
0.018,0.226,0.201
0.012,0.489,0.194
0.023,0.472,0.114
0.012,0.403,0.168
0.015,0.412,0.132
0.024,0.289,0.15
0.016,0.373,0.152
0.013,0.21,0.245
0.02,0.378,0.214
0.013,0.488,0.221
0.023,0.446,0.182
0.024,0.263,0.118
0.022,0.424,0.227
0.011,0.452,0.14
0.022,0.419,0.161
0.012,0.356,0.214
0.019,0.242,0.213
0.011,0.377,0.234
0.02,0.227,0.101
0.024,0.396,0.124
0.014,0.415,0.152
0.021,0.369,0.122
0.023,0.345,0.154
0.022,0.264,0.185
0.014,0.39,0.217
0.014,0.344,0.143
0.023,0.439,0.139
0.022,0.448,0.233
0.013,0.367,0.131
0.016,0.404,0.128
0.011,0.299,0.119
0.015,0.247,0.233
0.011,0.416,0.153
0.013,0.209,0.114
0.021,0.466,0.147
0.013,0.35,0.243
0.018,0.28,0.102
0.01,0.222,0.166
0.025,0.422,0.147
0.015,0.287,0.208
0.017,0.402,0.242
0.021,0.354,0.137
0.015,0.294,0.121
0.018,0.442,0.115
0.012,0.338,0.199
0.021,0.319,0.249
0.014,0.392,0.164
0.023,0.459,0.178
0.014,0.265,0.189
0.01,0.451,0.153
0.016,0.364,0.221
0.016,0.298,0.144
0.023,0.318,0.207
0.016,0.44,0.238
0.013,0.209,0.127
0.013,0.404,0.156
0.013,0.343,0.109
0.023,0.364,0.227
0.02,0.47,0.235
0.012,0.255,0.173
0.017,0.459,0.192
0.01,0.459,0.102
0.014,0.206,0.137
0.017,0.36,0.127
0.02,0.498,0.17
0.024,0.449,0.177
0.021,0.401,0.219
0.012,0.479,0.223
0.022,0.289,0.213
0.017,0.411,0.247
0.02,0.254,0.229
0.019,0.392,0.105
0.015,0.344,0.118
0.011,0.289,0.121
0.02,0.268,0.192
0.019,0.252,0.179
0.021,0.25,0.185
0.012,0.468,0.133
0.019,0.413,0.162
0.023,0.492,0.184
0.02,0.447,0.13
0.023,0.327,0.178
0.021,0.478,0.198
0.016,0.36,0.108
0.025,0.285,0.198
0.015,0.344,0.176
0.015,0.402,0.21
0.018,0.306,0.142
0.012,0.484,0.225
0.013,0.365,0.102
0.016,0.222,0.213
0.023,0.441,0.138
0.021,0.342,0.114
0.011,0.439,0.146
0.025,0.293,0.199
0.021,0.426,0.154
0.017,0.243,0.246
0.016,0.397,0.191
0.013,0.215,0.246
0.016,0.433,0.179
0.013,0.244,0.243
0.025,0.398,0.167
0.012,0.223,0.208
0.021,0.453,0.214
0.019,0.29,0.22
0.016,0.237,0.134
0.013,0.49,0.161
0.011,0.458,0.153
0.013,0.456,0.234
0.019,0.4,0.116
0.022,0.36,0.228
0.013,0.392,0.207
0.011,0.423,0.132
0.014,0.287,0.187
0.01,0.347,0.12
0.017,0.404,0.218
0.018,0.386,0.22
0.018,0.356,0.123
0.011,0.33,0.133
0.023,0.269,0.129
0.025,0.302,0.212
0.015,0.446,0.141
0.011,0.275,0.165
0.022,0.416,0.208
0.011,0.348,0.212
0.014,0.482,0.193
0.017,0.455,0.209
0.016,0.493,0.178
0.012,0.359,0.177
0.014,0.367,0.219
0.01,0.467,0.123
0.023,0.355,0.103
0.018,0.407,0.145
0.017,0.454,0.208
0.012,0.466,0.217
0.018,0.439,0.173
0.022,0.31,0.171
0.024,0.254,0.123
0.016,0.461,0.186
0.017,0.393,0.189
0.024,0.326,0.126
0.023,0.499,0.15
0.018,0.28,0.11
0.012,0.239,0.246
0.018,0.439,0.235
0.023,0.257,0.171
0.017,0.248,0.224
0.015,0.235,0.139
0.014,0.211,0.214
0.025,0.479,0.22
0.016,0.433,0.158
0.019,0.279,0.245
0.016,0.253,0.147
0.021,0.356,0.183
0.014,0.47,0.223
0.014,0.384,0.147
0.024,0.255,0.167
0.014,0.34,0.103
0.024,0.215,0.134
0.015,0.237,0.238
0.01,0.343,0.169
0.018,0.384,0.129
0.02,0.471,0.244
0.014,0.269,0.189
0.023,0.226,0.24
0.021,0.491,0.122
0.021,0.355,0.159
0.022,0.482,0.223
0.024,0.486,0.103
0.018,0.223,0.186
0.024,0.421,0.143
0.012,0.48,0.159
0.013,0.497,0.106
0.011,0.485,0.217
0.019,0.466,0.201
0.022,0.458,0.243
0.021,0.466,0.127
0.023,0.304,0.155
0.023,0.411,0.205
0.02,0.495,0.141
0.022,0.378,0.158
0.019,0.3,0.1
0.023,0.357,0.199
0.023,0.203,0.177
0.02,0.268,0.119
0.02,0.46,0.202
0.015,0.206,0.214
0.017,0.274,0.13
0.021,0.345,0.205
0.011,0.409,0.157
0.021,0.276,0.185
0.011,0.259,0.125
0.022,0.363,0.216
0.019,0.47,0.198
0.015,0.33,0.209
0.019,0.473,0.208
0.018,0.34,0.219
0.012,0.494,0.16
0.019,0.416,0.176
0.014,0.341,0.155
0.011,0.226,0.145
0.02,0.272,0.211
0.019,0.278,0.128
0.014,0.482,0.136
0.02,0.361,0.165
0.01,0.481,0.208
0.017,0.373,0.125
0.024,0.475,0.178
0.018,0.202,0.151
0.013,0.443,0.127
0.017,0.428,0.194
0.023,0.473,0.103
0.023,0.462,0.241
0.018,0.254,0.141
0.022,0.325,0.196
0.018,0.227,0.127
0.02,0.489,0.109
0.024,0.449,0.11
0.018,0.215,0.204
0.012,0.405,0.201
0.02,0.475,0.147
0.018,0.471,0.209
0.011,0.221,0.227
0.022,0.343,0.121
0.025,0.236,0.227
0.012,0.354,0.121
0.024,0.241,0.243
0.01,0.464,0.109
0.01,0.218,0.192
0.022,0.485,0.134
0.013,0.291,0.208
0.014,0.375,0.161
0.024,0.286,0.132
0.016,0.298,0.23
0.015,0.342,0.133
0.023,0.441,0.238
0.012,0.426,0.249
0.023,0.229,0.152
0.022,0.313,0.178
0.016,0.426,0.18
0.024,0.34,0.137
0.02,0.465,0.226
0.014,0.437,0.122
0.01,0.394,0.216
0.021,0.453,0.151
0.022,0.24,0.228
0.01,0.309,0.12
0.02,0.441,0.153
0.024,0.374,0.217
0.011,0.224,0.24
0.018,0.29,0.225
0.011,0.361,0.202
0.019,0.436,0.217
0.019,0.231,0.127
0.021,0.273,0.119
0.023,0.43,0.207
0.018,0.362,0.219
0.019,0.44,0.245
0.02,0.222,0.147
0.014,0.32,0.237
0.023,0.404,0.126
0.018,0.441,0.172
0.011,0.47,0.153
0.014,0.495,0.169
0.01,0.232,0.192
0.016,0.275,0.133
0.025,0.224,0.21
0.02,0.209,0.213
0.014,0.242,0.212
0.021,0.406,0.162
0.023,0.379,0.235
0.02,0.414,0.137
0.023,0.316,0.158
0.021,0.247,0.126
0.011,0.389,0.218
0.014,0.298,0.231
0.015,0.458,0.142
0.021,0.273,0.148
0.014,0.436,0.239
0.019,0.268,0.189
0.024,0.375,0.226
0.012,0.31,0.11
0.012,0.485,0.2
0.017,0.404,0.138
0.018,0.388,0.123
0.015,0.252,0.16
0.025,0.219,0.101
0.022,0.325,0.148
0.018,0.311,0.216
0.02,0.203,0.173
0.017,0.44,0.188
0.021,0.379,0.181
0.015,0.302,0.149
0.021,0.372,0.212
0.015,0.277,0.228
0.02,0.293,0.109
0.025,0.217,0.237
0.024,0.45,0.247
0.012,0.247,0.154
0.014,0.41,0.216
0.018,0.228,0.201
0.021,0.311,0.218
0.015,0.486,0.166
0.013,0.332,0.22
0.022,0.225,0.189
0.022,0.477,0.197
0.024,0.201,0.1
0.024,0.348,0.156
0.018,0.402,0.208
0.024,0.34,0.215
0.02,0.467,0.171
0.02,0.339,0.202
0.023,0.469,0.138
0.018,0.295,0.145
0.02,0.469,0.101
0.02,0.323,0.209
0.018,0.463,0.151
0.024,0.389,0.22
0.015,0.341,0.248
0.017,0.375,0.247
0.024,0.313,0.14
0.023,0.276,0.129
0.013,0.291,0.143
0.024,0.309,0.201
0.011,0.319,0.172
0.019,0.345,0.15
0.018,0.329,0.189
0.022,0.282,0.24
0.02,0.409,0.237
0.011,0.434,0.17
0.02,0.264,0.248
0.017,0.454,0.171
0.02,0.204,0.174
0.015,0.489,0.134
0.025,0.249,0.172
0.022,0.207,0.158
0.01,0.362,0.132
0.018,0.475,0.14
0.015,0.471,0.181
0.011,0.245,0.169
0.022,0.335,0.126
0.013,0.291,0.215
0.017,0.32,0.223
0.016,0.42,0.166
0.011,0.341,0.13
0.01,0.258,0.207
0.012,0.452,0.157
0.013,0.494,0.154
0.016,0.416,0.137
0.021,0.218,0.199
0.011,0.322,0.118
0.018,0.338,0.189
0.014,0.451,0.131
0.025,0.339,0.19
0.023,0.478,0.11
0.02,0.221,0.178
0.012,0.388,0.227
0.018,0.362,0.235
0.013,0.213,0.107
0.025,0.247,0.169
0.013,0.387,0.235
0.025,0.21,0.102
0.014,0.495,0.177
0.01,0.248,0.113
0.018,0.315,0.224
0.016,0.239,0.134
0.016,0.496,0.103
0.023,0.482,0.127
0.015,0.364,0.179
0.022,0.334,0.181
0.016,0.329,0.182
0.017,0.258,0.216
0.014,0.372,0.146
0.013,0.311,0.149
0.022,0.449,0.233
0.015,0.485,0.167
0.019,0.253,0.236
0.025,0.489,0.191
0.025,0.412,0.184
0.022,0.354,0.219
0.013,0.351,0.181
0.011,0.451,0.244
0.017,0.375,0.149
0.025,0.367,0.239
0.025,0.403,0.195
0.023,0.292,0.225
0.011,0.316,0.107
0.016,0.259,0.247
0.014,0.306,0.105
0.016,0.251,0.216
0.017,0.388,0.239
0.021,0.484,0.244
0.012,0.383,0.133
0.01,0.471,0.102
0.011,0.492,0.204
0.014,0.217,0.183
0.022,0.499,0.227
0.021,0.495,0.227
0.024,0.445,0.188
0.019,0.257,0.116
0.018,0.451,0.106
0.025,0.422,0.124
0.019,0.301,0.14
0.022,0.238,0.168
0.018,0.263,0.172
0.01,0.273,0.139
0.015,0.293,0.108
0.02,0.356,0.146
0.025,0.403,0.118
0.01,0.465,0.246
0.023,0.318,0.127
0.015,0.2,0.211
0.016,0.422,0.106
0.022,0.402,0.206
0.012,0.441,0.152
0.013,0.227,0.24
0.014,0.355,0.198
0.015,0.302,0.198
0.011,0.267,0.166
0.023,0.272,0.11
0.014,0.349,0.166
0.02,0.385,0.239
0.019,0.26,0.165
0.014,0.264,0.223
0.02,0.289,0.215
0.016,0.251,0.155
0.017,0.228,0.226
0.011,0.426,0.137
0.011,0.286,0.236
0.014,0.253,0.247
0.02,0.407,0.17
0.019,0.313,0.116
0.016,0.315,0.138
0.019,0.378,0.155
0.019,0.428,0.126
0.025,0.385,0.224
0.02,0.356,0.232
0.016,0.474,0.138
0.016,0.362,0.153
0.012,0.249,0.106
0.021,0.234,0.21
0.013,0.264,0.234
0.016,0.345,0.196
0.019,0.319,0.108
0.019,0.301,0.18
0.016,0.316,0.16
0.021,0.242,0.218
0.019,0.334,0.182
0.021,0.379,0.194
0.015,0.432,0.208
0.012,0.443,0.104
0.025,0.335,0.161
0.016,0.244,0.216
0.024,0.253,0.231
0.022,0.254,0.197
0.015,0.406,0.227
0.015,0.355,0.172
0.019,0.3,0.216
0.023,0.398,0.224
0.023,0.275,0.203
0.024,0.321,0.249
0.021,0.416,0.18
0.011,0.34,0.102
0.012,0.406,0.227
0.018,0.223,0.169
0.02,0.217,0.23
0.011,0.499,0.241
0.022,0.275,0.202
0.011,0.31,0.186
0.018,0.386,0.16
0.02,0.424,0.131
0.014,0.344,0.109
0.023,0.239,0.11
0.022,0.465,0.133
0.013,0.391,0.199
0.023,0.397,0.196
0.023,0.245,0.124
0.02,0.466,0.162
0.017,0.204,0.161
0.013,0.27,0.217
0.017,0.386,0.195
0.018,0.376,0.169
0.017,0.432,0.138
0.013,0.318,0.196
0.015,0.354,0.183
0.015,0.331,0.22
0.018,0.455,0.178
0.011,0.498,0.195
0.019,0.376,0.165
0.013,0.395,0.208
0.023,0.364,0.189
0.016,0.465,0.182
0.024,0.412,0.229
0.02,0.209,0.132
0.012,0.414,0.213
0.014,0.249,0.195
0.016,0.492,0.241
0.012,0.463,0.185
0.014,0.409,0.199
0.018,0.413,0.111
0.023,0.476,0.155
0.017,0.324,0.112
0.018,0.486,0.193
0.014,0.314,0.124
0.014,0.247,0.168
0.017,0.423,0.212
0.023,0.238,0.131
0.02,0.499,0.101
0.018,0.37,0.134
0.014,0.291,0.108
0.024,0.438,0.242
0.013,0.309,0.131
0.011,0.424,0.172
0.025,0.294,0.101
0.014,0.38,0.145
0.012,0.466,0.191
0.018,0.315,0.242
0.011,0.401,0.153
0.024,0.228,0.12
0.015,0.282,0.168
0.014,0.482,0.231
0.025,0.434,0.223
0.018,0.334,0.135
0.016,0.494,0.212
0.016,0.492,0.152
0.018,0.488,0.116
0.021,0.355,0.224
0.025,0.386,0.187
0.012,0.427,0.18
0.01,0.207,0.147
0.015,0.455,0.214
0.014,0.24,0.14
0.02,0.465,0.225
0.014,0.418,0.157
0.022,0.27,0.165
0.019,0.424,0.15
0.016,0.426,0.159
0.017,0.367,0.195
0.014,0.329,0.238
0.013,0.4,0.155
0.012,0.32,0.113
0.014,0.302,0.245
0.012,0.475,0.165
0.02,0.414,0.193
0.018,0.366,0.182
0.021,0.47,0.225
0.024,0.245,0.113
0.023,0.222,0.249
0.024,0.446,0.11
0.018,0.399,0.121
0.012,0.22,0.197
0.022,0.286,0.212
0.012,0.254,0.166
0.015,0.493,0.145
0.022,0.426,0.195
0.017,0.314,0.21
0.021,0.232,0.246
0.02,0.458,0.106
0.02,0.295,0.213
0.011,0.37,0.129
0.013,0.382,0.217
0.012,0.468,0.116
0.013,0.272,0.249
0.023,0.477,0.189
0.023,0.374,0.153
0.025,0.379,0.192
0.018,0.336,0.24
0.02,0.261,0.122
0.017,0.414,0.2
0.022,0.466,0.199
0.012,0.241,0.133
0.024,0.412,0.134
0.02,0.326,0.15
0.019,0.389,0.179
0.019,0.344,0.106
0.017,0.452,0.236
0.016,0.286,0.183
0.022,0.215,0.158
0.023,0.329,0.221
0.019,0.279,0.202
0.021,0.201,0.247
0.023,0.356,0.22
0.025,0.285,0.107
0.017,0.456,0.229
0.019,0.295,0.232
0.017,0.322,0.195
0.01,0.379,0.231
0.011,0.201,0.19
0.021,0.381,0.168
0.016,0.401,0.207
0.023,0.339,0.136
0.025,0.396,0.147
0.012,0.405,0.219
0.02,0.408,0.182
0.014,0.265,0.18
0.015,0.292,0.121
0.017,0.327,0.109
0.019,0.435,0.186
0.02,0.39,0.25
0.021,0.309,0.162
0.022,0.227,0.182
0.024,0.217,0.149
0.021,0.412,0.123
0.02,0.231,0.108
0.021,0.287,0.197
0.016,0.206,0.233
0.024,0.28,0.125
0.022,0.281,0.211
0.015,0.404,0.142
0.012,0.249,0.164
0.025,0.359,0.206
0.015,0.204,0.129
0.012,0.257,0.194
0.022,0.242,0.212
0.02,0.204,0.248
0.016,0.364,0.198
0.02,0.276,0.147
0.017,0.218,0.122
0.024,0.259,0.2
0.02,0.207,0.147
0.017,0.333,0.247
0.017,0.204,0.121
0.014,0.298,0.21
0.011,0.237,0.142
0.011,0.421,0.111
0.011,0.458,0.128
0.019,0.28,0.127
0.018,0.309,0.216
0.024,0.391,0.119
0.019,0.415,0.199
0.015,0.46,0.151
0.024,0.418,0.222
0.012,0.476,0.149
0.023,0.371,0.128
0.016,0.242,0.112
0.024,0.312,0.152
0.02,0.379,0.187
0.012,0.474,0.126
0.016,0.326,0.233
0.022,0.498,0.109
0.014,0.276,0.18
0.013,0.387,0.18
0.022,0.423,0.135
0.019,0.324,0.202
0.018,0.211,0.171
0.021,0.416,0.23
0.015,0.398,0.126
0.024,0.39,0.208
0.024,0.453,0.216
0.019,0.251,0.159
0.024,0.266,0.128
0.024,0.423,0.12
0.016,0.241,0.172
0.019,0.434,0.14
0.023,0.458,0.243
0.024,0.402,0.169
0.022,0.476,0.104
0.015,0.397,0.234
0.021,0.333,0.241
